"stock","sector","2024TotalRevenue","2024NetIncome","2024TotalAssets","2024CurrentLiabilities","2024TotalLiabilitiesNetMinorityInterest","2024TotalEquityGrossMinorityInterest","2024InvestingCashFlow","2024ShareIssued","2024WorkingCapital","2024CostOfRevenue","2023TotalRevenue","2023NetIncome","2023TotalAssets","2023CurrentLiabilities","2023TotalLiabilitiesNetMinorityInterest","2023TotalEquityGrossMinorityInterest","2023InvestingCashFlow","2023ShareIssued","2023WorkingCapital","2023CostOfRevenue","2022TotalRevenue","2022NetIncome","2022TotalAssets","2022CurrentLiabilities","2022TotalLiabilitiesNetMinorityInterest","2022TotalEquityGrossMinorityInterest","2022InvestingCashFlow","2022ShareIssued","2022WorkingCapital","2022CostOfRevenue","2021TotalRevenue","2021NetIncome","2021TotalAssets","2021CurrentLiabilities","2021TotalLiabilitiesNetMinorityInterest","2021TotalEquityGrossMinorityInterest","2021InvestingCashFlow","2021ShareIssued","2021WorkingCapital","2021CostOfRevenue"
"TRCAS","HOLDING AND INVESTMENT COMPANIES",NA,898039598,10726225094,38742665,43606532,10682618562,606148361,255600000,501700365,NA,NA,1193110761,10538766943,349639102,610995702,9927771241,833074685,255600000,231475348,NA,NA,768945169,6827280275,156780154,732200406,6095079869,339137227,255600000,129030274,NA,NA,-80099366,1563924016,785375120,1373010646,190913370,102131932,255600000,-208760547,NA
"TRGYO","REAL ESTATE INVESTMENT TRUSTS",12510573000,8611405000,115430705000,4126045000,18192147000,97238558000,NA,1e+09,18503864000,5032160000,7176676000,18248001000,116357387000,3439548000,12059068000,104298319000,169811000,1e+09,8007189000,1849817000,5286387000,16366358000,68447501000,3661242000,9217328000,59230173000,262353000,1e+09,2398566000,1620356000,1483729000,5306805000,19906999000,2807325000,5387989000,14519010000,-14800000,1e+09,-1693941000,308096000
"TRILC","CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS",2567667496,72358822,3994656378,1066892062,2070671030,1923985348,-159360998,161805000,1013871032,1766136684,2774251609,152631648,2819195808,969470496,1044131616,1775064192,-115309346,161805000,258548593,2142760875,1636908463,-81653864,1901224416,678585181,827163052,1074061364,-38421485,161805000,223608683,1283167240,672604887,37136703,619530226,259275871,295455014,324075212,-19829380,161805000,121633331,552239046
"TSGYO","REAL ESTATE INVESTMENT TRUSTS",161442567,-22432684,5290540674,226230020,562817342,4727723332,-83470457,6.5e+08,16322998,90968717,152052382,517369554,4867496487,29070452,30718076,4836778411,-1530749,6.5e+08,88969623,81910855,93598236,982692004,3005322580,12260275,13527022,2991795558,-909531,6.5e+08,39510142,48296234,30135607,124879321,743565289,2940877,3652828,739912461,940348,6.5e+08,9059623,11530706
"TSKB","BANKS",16246960000,10221982000,237528982000,NA,204376282000,33152700000,-9217578000,2.8e+09,NA,NA,14029407000,6965044000,180913852000,NA,159088800000,21825052000,3662492000,2.8e+09,NA,NA,8629280000,3980412000,117621660000,NA,104629204000,12992456000,-4160936000,2.8e+09,NA,NA,3545746000,1081109000,86092535000,NA,79070769000,7021766000,-2375622000,2.8e+09,NA,NA
"TSPOR","EDUCATION HEALTH SPORTS AND ENTERTAINMENT SERVICES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"TTKOM","INFORMATION AND COMMUNICATION",161650927000,8456145000,270256898000,64595416000,124165325000,146091573000,-39265948000,3.5e+09,-5124272000,102203929000,144645378000,23709235000,281135612000,81682276000,139225411000,141910201000,-36131288000,3.5e+09,-12037180000,113071596000,91400927000,6909568000,187304063000,43747980000,106514670000,80789393000,-29147226000,3.5e+09,193075000,70387137000,34272934000,5761454000,58337635000,17997064000,44087731000,14249904000,-7393088000,3.5e+09,2782317000,19404441000
"TTRAK","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",66969628539,5740536185,35933462064,16082216157,18965951927,16967510137,-3799255500,100066875,6897514332,54050698074,84366889719,13487523973,46859088092,22717624209,24628122786,22230965306,-1572624461,100066875,13386331619,61856904188,41397462345,4309826295,26006098032,15189923819,16761651061,9244446971,-2268765622,100066875,4262193885,34948694717,11644197445,1322187577,6110646593,3366757709,4059652495,2050994098,-362206075,100066875,1573164661,9511285881
"TUCLK","BASIC METAL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1430349255,309825081,3388613522,1079349700,1885398762,1503214760,-397436211,1.8e+08,84095718,1242422736,1267577622,204063618,2771738800,836196774,1598599295,1173139505,-795289694,1.8e+08,158714616,1070606108,323933316,76155604,663821591,295053170,417829003,245992588,82342741,1.8e+08,78054854,257664268
"TUKAS","FOOD, BEVERAGE AND TOBACCO",6837094021,781211537,16172598283,3300776407,4663917651,11508680632,-1585864556,4499999938,3343311710,5355950140,9382821354,1675972311,14116825335,2919213863,3374592745,10742232590,-1649040221,4499999938,3248376507,6597020667,7476194939,1863071176,8079961813,2776047585,3389305187,4690656626,-611513634,4499999938,2660076305,4541408546,1065066116,182092847,1536132621,642080986,804677855,731454766,-101532110,4499999938,248717599,751268726
"TUPRS","CHEMICALS, PETROLEUM RUBBER AND PLASTIC PRODUCTS",810385588000,18315157000,454127527000,148768451000,167879806000,286247721000,-11890453000,1926795598,36822597000,742355284000,991202993000,77354421000,529573034000,224178678000,236569185000,293003849000,-13787255000,1926795598,66238843000,832772469000,916751060000,61313713000,347700482000,130003677000,168287915000,179412567000,-7567821000,1926795598,67506289000,803671342000,152492019000,3494837000,106257111000,64828702000,87176111000,1.9081e+10,-1556836000,1752934400,1686682000,136631978000
"TUREX","TRANSPORTATION AND STORAGE",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3314670000,467208000,5209696000,613288000,1546116000,3663580000,-590815000,1.08e+08,123343000,2587345000,2429651000,22864000,NA,NA,NA,NA,-230913000,NA,NA,2034310000,591124451,52341691,543863899,114918946,173503694,370360205,-117417552,1.08e+08,79958719,488923406
"TURGG","CONSTRUCTION AND PUBLIC WORKS",NA,61844859,2096787004,308537,496574631,1600212373,465621,7120696,3581730,NA,NA,219726742,2005068986,606897,471677315,1533391671,6896773,7120696,14193991,NA,NA,416084548,1112183699,295162,202202937,909980762,5825035,7120696,23974965,NA,NA,30888720,223142788,57938,40603038,182539750,2648096,7120696,15808945,NA
"TURSG","INSURANCE COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UFUK","HOLDING AND INVESTMENT COMPANIES",NA,-240690496,1506434018,1414225,23085275,1483348743,99747942,46846881,105998793,NA,NA,-602961348,1739413395,13727084,15374156,1724039239,863647933,46846881,496948250,NA,103172189,-29295375,3083728166,7194395,716425534,2367302632,17655847,46846881,124344925,20523204,28803238,298801998,961849084,2231700,311511353,650337731,5303289,46846881,54597524,7671853
"ULAS","HOTELS AND RESTAURANTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,21753485,481572971,224699006,267213658,214359313,1396378,25382175,21274088,NA,NA,32933313,237238469,7427945,45065657,192172812,938872,25382175,35217629,NA,NA,27171079,77649087,3339193,19394770,58254317,1922751,25382175,17119758,NA
"ULKER","FOOD, BEVERAGE AND TOBACCO",84097908000,7400518000,97437437000,28444403000,63961338000,33476099000,343224000,369276000,36665958000,59031548000,80615534000,4878383000,88922371000,22302898000,60332525000,28589846000,-619193000,369276000,31098837000,57260016000,51981208000,984793000,66149172000,27825778000,50506057000,15643115000,10336690000,3.42e+08,13947436000,40653018000,12537080000,-464332000,26243625000,6134222000,21929723000,4313902000,-1543824000,3.42e+08,12630718000,8924665000
"ULUFA","FINANCIAL LEASING AND FACTORING COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"ULUSE","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",4953523976,-723061472,4515648183,2799501779,4226658620,288989563,-40482502,8e+07,419476448,4947776237,6248244025,-658199428,3297305960,2181800670,2737050663,560255297,-85332064,8e+07,133125828,5309610166,4256386018,-92395530,3431252155,2314342768,2359485342,1071766813,-40334116,8e+07,-116342769,3927781648,955394310,-74409276,1285297467,952251186,968417975,316879492,-165075545,8e+07,22958040,891517282
"ULUUN","FOOD, BEVERAGE AND TOBACCO",48922492933,-161080496,31676072903,17428640687,20349615812,11326457091,-339131488,7.5e+08,2254248318,46765954145,57261611515,-937266659,29637249767,15782584594,19427738021,10209511746,-1908886985,749999994,3156817175,53936681542,37720069992,2602451084,17918426905,9867772603,11939773919,5978652986,-942478901,749999994,2314951470,34575568048,9308745555,139595256,3694706552,2565639858,2966511046,728195506,-126949960,749999994,437089706,8785308210
"UMPAS","HOLDING AND INVESTMENT COMPANIES",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"UNLU","HOLDING AND INVESTMENT COMPANIES",55517419484,117438349,4076788484,1408603797,1749066991,2327721493,-39904459,175740000,1296583407,53125870332,36037595918,52199360,3903160525,1508750608,1641474722,2261685803,-83630731,1.75e+08,1547321007,33845701794,19937166244,-23463037,3031928701,1205912046,1363187099,1668741602,-42764832,1.75e+08,1168849699,18633161342,5009492660,79643179,938966503,270701574,332115660,606850843,-21725560,1.75e+08,431669134,4709238818
"USAK","NON-METALLIC MINERAL PRODUCTS",3278462228,-58205873,7261472695,3547762708,3856691849,3404780846,-131464053,1.225e+09,-101441966,3154217095,3795463015,245230392,6754963247,3009519192,3286790732,3468172515,-240370190,1.225e+09,361333420,3091004546,3251764567,184727831,4729654992,2077886679,2497832079,2231822913,-509855605,1.225e+09,458224945,2677710266,719677196,62106608,1671932472,835037269,962386732,709545740,-44478121,1.225e+09,136547954,568452339
"VAKBN","BANKS",159185967000,49192844000,4093575481000,NA,3857376754000,236198727000,-77890416000,9915921523,NA,NA,118277212000,31655931000,2859246233000,NA,2678370535000,180875698000,-218406200000,9915921523,NA,NA,95079446000,26563341000,1709168720000,NA,1600506329000,108662391000,-44847511000,7111364117,NA,NA,21133577000,5165856000,1028901098000,NA,974701070000,54200028000,-14777230000,3905622490,NA,NA
"VAKFN","FINANCIAL LEASING AND FACTORING COMPANIES",6752005000,1652235000,31002740000,15972164000,25272096000,5730644000,392748000,3.5e+09,1046959000,4486293000,3870513000,1443089000,26232572000,10028486000,23369631000,2862941000,-754856000,2947671498,4589031000,2616876000,1107484000,518566000,13219851000,7506334000,11894912000,1324939000,-86215000,2947671380,4665162000,800022000,368946000,128071000,6296924000,1238946000,5594480000,702444000,-6035000,2764594812,4757993000,201984000
"VAKKO","WHOLESALE AND RETAIL TRADE",14855442098,806487006,12750116545,3293496117,4830572291,7919544254,-177862721,1.6e+08,4778583066,7283474919,14239328628,2807238574,12722053513,3634103628,5177024024,7545029489,-678309485,1.6e+08,4218756304,6144739939,7935844341,1680095580,7499177120,2527243265,3534318501,3964858619,-377541611,1.6e+08,2199719829,3935378362,1693357762,222447291,1508527977,724941442,985400330,523127647,-69003588,1.6e+08,207393173,719417699
"VANGD","FOOD, BEVERAGE AND TOBACCO",142385153,-9106172,223514113,10582961,34780598,188733515,-5116187,2.5e+07,10361293,140945711,144527252,-51345441,227295467,6732653,29443176,197852291,85296,2.5e+07,13506965,142208784,46096156,26616130,199111038,1453131,26555580,172555458,-8044380,2.5e+07,20045230,46101241,12626544,15237635,59517888,647245,8483985,51033903,-676055,2.5e+07,11324817,12318903
"VBTYZ","TECHNOLOGY",2306846463,35210700,1913902552,569670600,1146685450,767217102,-1032224862,1.17e+08,21613846,1780513153,3081880755,145111039,1102027712,351753536,379057750,722969962,-74680829,1.17e+08,437033368,2731729230,1178474218,10650866,1541822115,1039157358,1108535585,433286530,-29550580,1.17e+08,284242040,991881377,198506402,34146203,342582428,195899668,203199677,139382751,-30425402,1.17e+08,95937987,159906602
"VERTU","VENTURE CAPITAL INVESTMENT TRUSTS",NA,-182202417,3715755406,783391,949828,3714805578,NA,5.2e+07,3706674564,NA,158751420,-4950517391,4317135422,432760181,432848749,3884286673,-45172,5.2e+07,3873165654,234554661,NA,2006821896,6223190999,11965388,93428418,6129762581,-9906637,5.2e+07,6201455378,NA,NA,1152537405,1538645436,140634,24716677,1513928759,-27624,5.2e+07,1538482696,NA
"VERUS","HOLDING AND INVESTMENT COMPANIES",1117204319,445951043,5857413577,360611833,483153477,5374260100,147184437,7e+07,3029700164,802347561,887309048,401690793,5871311252,576558736,651330695,5219980557,1135320482,7e+07,2730560051,893069060,700578771,4503956,4057121777,491209567,749964620,3307157157,-2415836,7e+07,2035757740,598352964,122107283,192988743,1334348140,43177127,113098966,1221249174,195921502,7e+07,935504872,95746527
"VESBE","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",75327153000,265828000,71571620000,32100393000,37726982000,33844638000,-4495005000,1.6e+09,-687498000,67419256000,88171978000,6821109000,73509046000,36400106000,42337987000,31171059000,-2732824000,1.6e+09,1853556000,73770279000,59583113000,211788000,45790459000,30365082000,32236020000,13554439000,-5160669000,1.6e+09,-2018283000,53782067000,16178009000,1518592000,14189413000,8562036000,9296758000,4892655000,-1502381000,1.6e+09,1558589000,13613315000
"VESTL","FABRICATED METAL PRODUCTS MACHINERY ELECTRICAL EQUIPMENT AND TRANSPORTATION VEHICLES",142736499000,-11020692000,174493923000,95899834000,122086752000,52407171000,-11206630000,335456275,-39961272000,112927251000,162015698000,2092951000,180734547000,112814094000,121741079000,58993468000,-11124910000,335456275,-43360990000,125960525000,111124940000,-111335000,112100710000,77458315000,81873486000,30227224000,-7454754000,335456275,-28235081000,92235255000,32505835000,1895487000,43092689000,30610097000,32781028000,10311661000,-1389904000,335456275,-9731443000,23487021000
"VKFYO","INVESTMENT TRUSTS",147905795,-6351821,58719027,1539570,2430139,56288888,-184288,3e+07,55475709,125218029,227050277,-24677832,66123233,639001,2837693,63285540,120299,3e+07,64395765,202005297,275932833,-24708563,63066457,300262,1242791,61823666,-27808,3e+07,62351213,257810376,166233429,3067485,32529498,96069,364657,32164841,-43995,3e+07,32254174,160988704
"VKGYO","REAL ESTATE INVESTMENT TRUSTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1418174227,1335571137,14938242772,3847225792,4133663922,10804578850,-241472154,3449999925,2672221720,648551185,6733685660,1746609243,12387757758,973853693,3705597272,8682160486,-1860678160,3208209474,951993444,5827325653,248238123,474687944,4619815011,1673057086,2178684991,2441130020,-722662459,3208209474,365298593,60457969
"VKING","PAPER AND PAPER PRODUCTS PRINTING",809669976,-485327309,2564757403,2145768108,2527970691,36786712,-46971144,4.2e+07,-1726685253,721455656,1337189856,-58972819,2355298554,1684340224,1992228647,363069907,-69557626,4.2e+07,-1290642450,1270559138,1472059539,27861372,1914008831,1356581088,1594324898,319683933,-65270940,4.2e+07,-802502730,1384295100,340067425,-118245834,578371803,456301563,555556292,22815511,-36827278,4.2e+07,-313369475,294871177
"VRGYO","REAL ESTATE INVESTMENT TRUSTS",254081573,-424576139,5481342119,287492445,1416552113,4064790006,141256892,8.2e+08,4867373004,215237591,NA,831973359,5433981637,130479908,223877938,5210103699,15163698,8.2e+08,1739537001,NA,NA,135232202,2708649814,127568471,577761250,2130888564,1266522,8.2e+08,248446869,NA,382048,38849605,112906068,16077741,33642773,79263295,-3993338,8.2e+08,36289490,1215453
"YAPRK","AGRICULTURE, FORESTRY AND FISHING",266547822,34622995,684613199,83203096,167852988,516760211,53063126,14200000,112858171,97261317,318021631,196827523,691135885,91312841,163410579,527725306,52027949,14200000,94010200,54511350,179078754,71864607,397256283,89533178,159280450,237975833,12798933,14200000,34697050,73193569,45179857,11135719,76167771,24326826,33702668,42465103,2967859,14200000,25082,30790368
"YATAS","TEXTILE, WEARING APPAREL AND LEATHER",16173916643,179850843,16849940984,6278050966,8801427035,8048513949,-771561315,149798932,994157224,11042094745,19538512206,1011153276,15768551170,7005470825,9018738652,6749812518,-1305895246,149798932,1123416859,14073264802,12756701265,349938139,9075810781,4202053730,4841881156,4233929625,-695394364,149798932,810184854,9542366377,2858976118,256056383,2196486822,890397805,1189603547,1006883275,-183109969,149798932,376777829,1868164511
"YAYLA","CONSTRUCTION AND PUBLIC WORKS",52609586,-62185379,704119456,31016294,69370079,634749377,-34016944,49875000,-14906611,63396590,22998550,71676452,780952743,33428734,67446884,713505859,3914904,49875000,-19405151,26618531,28134666,80118051,463891252,47907860,70208877,393682375,9878546,49875000,-21559240,35592094,40366595,6429067,156649299,29382011,52847268,103802031,2829091,49875000,-23713456,45527723
"YBTAS","NON-METALLIC MINERAL PRODUCTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"YEOTK","PROFESSIONAL, SCIENTIFIC AND TECHNICAL ACTIVITIES",7584817699,896135766,9092033258,4124007033,6413845638,2678187620,-414959529,3.55e+08,2035983217,5025807899,9214700869,613293919,8540519816,4971927378,6713742831,1826776985,-1683960093,354999993,1380513147,7205213973,2951601608,205108176,2275776949,1389340713,1532170039,743606910,-188974814,354999993,618433390,2317641496,441509331,51871360,463909553,240403553,269206103,194703450,-13919267,354999993,198295817,308751591
"YESIL","HOLDING AND INVESTMENT COMPANIES",404143599,193041267,1440896347,2082985,2082985,1438813362,NA,6.45e+08,62150723,NA,24142083,-202963727,770652651,5774248,5774247,764878404,NA,427094594,-4773532,NA,24741547,-657016660,760825215,959895,90475886,670349329,NA,427094594,17858,NA,NA,13399093,557251314,435111,66854480,490396834,-164571613,427094594,8822749,NA
"YGGYO","REAL ESTATE INVESTMENT TRUSTS",1978799151,-631005978,18726514782,106644587,3706040478,15020474304,-37175472,234386495,3205852743,506498881,1847360355,10844852375,13375286616,66166430,85191729,13290094887,-15956030,241920000,1741386297,420667717,1056295953,5438607262,9817361374,103138946,122315839,9695045535,-2027941941,241920000,1523703131,288057397,277696323,699932046,2834952147,57700392,67176139,2767776008,-11354059,241920000,493293692,70306228
"YGYO","REAL ESTATE INVESTMENT TRUSTS",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32974994,1722350859,13745109851,2928543316,3895775363,9849334488,NA,235115706,5329965413,1973486,987420087,5159992183,13435162660,3682311046,5311060419,8124102241,NA,235115706,5080564262,830594703,154323414,-161921746,2054423715,1390608688,2543460501,-489036786,200071137,235115706,80089220,55992345
